source_id,ra,dec,parallax,parallax_over_error,phot_g_mean_mag,bp_rp,distance_pc
11023119464589696,50.40005666859358,8.340328019154672,20.484302833933,573.52625,15.645367,3.1265173,48.817868399380586
13434421479476352,53.929843321887546,11.556106374560688,26.099686347205765,723.1423,12.37149,2.4955692,38.314636685550056
13613470075881472,47.33079283997703,7.948563392755531,18.531931580879608,478.24408,15.741006,3.209073,53.96091581903712
14143675198789504,49.56346526009716,9.24522132292558,16.430457342936755,823.6981,11.320509,1.6949711,60.86257851062724
15400210830767488,48.70180409066761,10.857972872172162,20.72502590843147,675.3745,14.857832,2.693843,48.25084438582895
17705405678085120,51.365401545957866,13.507491384682105,18.683855109941096,1136.3397,10.37254,1.3097658,53.52214487404857
18478946467801088,39.76245179684848,6.474317643979599,25.548531678351235,1110.0803,14.222479,2.9251919,39.14119263641904
18614839233014784,41.21300710054574,6.380928560222382,25.222897384220484,1125.0754,13.750706,2.6945143,39.64651581327064
20284310200914560,42.01139379311175,7.394538599544765,17.073459634431597,91.244095,13.73473,2.5189323,58.570437474975854
21063108030685696,43.714364259454925,9.598940914762904,28.85084460622373,1282.009,14.050914,2.841199,34.66103033199517
24340923991956352,36.54657675614524,10.636656621450712,28.31725645032313,1402.8705,7.187089,0.73274374,35.31415558404455
25405350031335296,40.53593988048143,11.207863477489605,29.50905250789179,601.74646,16.104887,0.33060265,33.88790608348281
26367903742260736,38.36670000597757,12.664854943629546,40.78895945354757,1230.3768,12.219473,2.527547,24.516438109651904
29234781527685888,44.60559202756988,14.023340328229072,19.664628482874846,794.1939,13.909232,2.4506311,50.852727824014615
30836976127290368,46.57032691961268,14.81053757361713,28.074579246030304,307.74582,14.125725,,35.619411825785356
31235033696866688,48.51322023809659,16.051276290714064,72.63052496463385,381.7788,17.217173,4.841571,13.768315738966947
